certificate_id,film_name,cut_no,description,deleted_secs,replaced_secs,inserted_secs,total_modified_time_secs
100050842200000991,SONG- KING,1,Replace or delete the portion of lyrics O JAT MAFIYA NAAL...GANGWAR NIT GORIYE and O JAT MAFIYA MAFIYA DA KING as many times as it is utteredsung.: MUTED,0.0,0.0,0.0,0.0
100050842200000983,MANISH SHARMA - AMRITSAR,1,Remove audio of BHOS...intending the expletive.,0.0,1.0,0.0,1.0
100050842200000849,BALACHANDRA R -TUMKUR,1,Deleted The Kannad Ending Roll Cast,117.0,0.0,0.0,117.0
100050842200000895,NILA MADHAB PANDA - SOUTH,1,Submit NOC from AWBI for showing animals in the film.,0.0,0.0,0.0,0.0
100050842200000895,NILA MADHAB PANDA - SOUTH,2,Submit NOC from AWBI for showing animals in the film.,0.0,0.0,0.0,0.0
100050842200001005,HARYANVI,1,Insert anti-smoking message (SMOKING CAUSES CANCER) in the Hukkah smoking scene.,0.0,0.0,0.0,0.0
100010842200012137,DHARMADURAI,1,Deleted Start Title -Tcr-00:00:48 to 00:01:50,61.0,0.0,0.0,61.0
100010842200012137,DHARMADURAI,2,Deleted Song No.1 Tcr-00:19:21 to 00:24:01,280.0,0.0,0.0,280.0
100010842200012137,DHARMADURAI,3,Deleted Song No.2 Tcr-00:58:18 to 01:01:45,207.0,0.0,0.0,207.0
100010842200012137,DHARMADURAI,4,Deleted Song No.3 Tcr-01:33:29 to 01:38:02,273.0,0.0,0.0,273.0
100010842200012137,DHARMADURAI,5,Deleted Song No.4 Tcr-01:53:15 to 01:56:29,195.0,0.0,0.0,195.0
100010842200012137,DHARMADURAI,6,Deleted Song No.5 Tcr-02:07:10 to 02:09:47,157.0,0.0,0.0,157.0
100010842200012137,DHARMADURAI,7,Deleted Song No.6 Tcr-02:20:54 to 02:22:53,119.0,0.0,0.0,119.0
100010842200012137,DHARMADURAI,8,Deleted End Title -Tcr-02:23:38 to 02:24:37,59.0,0.0,0.0,59.0
100050842200001091,LAKHA VICHO,1,The portion of the lyrics MAR NA JAYE GARAM JAWANI SENK KE being obscene in nature and caters to baser instincts.,0.0,0.0,0.0,0.0
100050842200001110,SONG- AUCKLAND,1,naal gangstger ne yaar......... 24 ghnte rehnde aa tayar to be removed as it is have the effect of promoting anti-social activities.,0.0,0.0,0.0,0.0
100050842200001122,HARYANVI,1,Replacedelete gawah na vakeel na court kachehri faisla suneya own de vakt the same is anti-socialillegal in nature and may incite commission of offences,0.0,0.0,0.0,0.0
100010102000005577,AWADHI,1,Deleted the Telugu Song No. 1 THALIYA THALIYA 00:22:11:05 00:27:22:03,311.0,0.0,0.0,311.0
100010102000005577,AWADHI,2,01:06:06:11 01:10:59:00 Deleted the Telugu Song No. 2 MATHILEKA PICHIGA,292.0,0.0,0.0,292.0
100010102000005577,AWADHI,3,Deleted the Telugu Song No. 3 PREMADESAM YUVARANI 01:20:51:09 01:25:24:23,273.0,0.0,0.0,273.0
100010102000005577,AWADHI,4,Deleted the Telugu Song No. 4 MAHAISHASURA MARADHINI 01:40:23:09 01:42:10:23,107.0,0.0,0.0,107.0
100010102000005577,AWADHI,5,Deleted the Telugu Song No. 5 YAMAGAUNDA 02:04:48:06 02:09:07:03,259.0,0.0,0.0,259.0
100050102000000743,SHRI S. KRISHNA PRASAD,1,Insert anti-alcohol message.: INSERTED,0.0,0.0,0.0,0.0
100050102000000743,SHRI S. KRISHNA PRASAD,2,Delete dialogue BINA MAALIK KE FACTORY VIDHWA AURAT JAISI HOTI HAI as the same is demeaning and denigrating to women.: DELETED,3.0,0.0,0.0,3.0
100050102000000653,OM,1,Anti Smoking Discalimer in the Beginning 00.00.11,0.0,0.0,60.0,60.0
100050102000000653,OM,2,Vulgar Language 00.03.49 to 00.04.30,41.0,0.0,0.0,41.0
100050102000000653,OM,3,Men killing in the lift 00.08.56 to 00.09.04,8.0,0.0,0.0,8.0
100050102000000653,OM,4,00.18.37 - 00.18.47 Hero Burn Villane face,10.0,0.0,0.0,10.0
100050102000000653,OM,5,00.40.34 - 00.41.00 Girl Swimming Shot,26.0,0.0,0.0,26.0
100050102000000653,OM,6,00.47.15 - 00.48.53 Men Beating Women,98.0,0.0,0.0,98.0
100050102000000653,OM,7,00.51.12 - 00.51.20 Bloodsheds,8.0,0.0,0.0,8.0
100050102000000653,OM,8,01.01.29 - 01.01.35 Men Killing villan,6.0,0.0,0.0,6.0
100050102000000653,OM,9,01.15.18 - 01.15.20 hero beating bloodshed,2.0,0.0,0.0,2.0
100050102000000653,OM,10,01.16.01 - 01.16.03 hero beating bloodshed,2.0,0.0,0.0,2.0
100050102000000653,OM,11,01.16.47 - 01.16.48 hand cut shot,1.0,0.0,0.0,1.0
100050102000000653,OM,12,01.43.00 - 01.43.04 bloodsheds violence,4.0,0.0,0.0,4.0
100050102000000653,OM,13,01.43.05 - 01.43.10 bloodsheds violence,5.0,0.0,0.0,5.0
100050102000000653,OM,14,01.45.32 - 01.45.48 bloodsheds violence,16.0,0.0,0.0,16.0
100050102000000653,OM,15,02.10.38 - 02.11.09 bloodsheds violence,31.0,0.0,0.0,31.0
100050102000000653,OM,16,02.11.26 - 02.11.31 bloodsheds violence,5.0,0.0,0.0,5.0
100050102000000807,SATRAM ROHVA,1,"Insert anti-smoking static message at 18, 38, 42, 45 min and wherever.: INSERTED",0.0,0.0,0.0,0.0
100050102000000807,SATRAM ROHVA,2,a) audio-correction or deletion of the song at 23.58-29 min. b) Dubbing correction required at 02.10 hrs.: SONG DELETED AND DUBBING CORRECTED.,346.0,0.0,0.0,346.0
100050102000000687,"SHIV DOLLY FILMS, MUMBAI",1,a) Make anti-smoking messages legible wherever inserted. b) Insert anti-smoking static message at 01.01 hrs and 01.05 hrs in legible font.: MODIFIED AND INSERTED,0.0,0.0,0.0,0.0
100010102100000381,AWADHI,1,Deleted the Telugu Start Credits 00:01:40:03 00:03:06:22,86.0,0.0,0.0,86.0
100010102100000381,AWADHI,2,00:21:09:18 00:25:38:07 Deleted the Song No 1 GOOGLE,268.0,0.0,0.0,268.0
100010102100000381,AWADHI,3,Deleted the Song No 2 KEKA 00:48:15:00 00:52:28:02,253.0,0.0,0.0,253.0
100010102100000381,AWADHI,4,Deleted the Song No 3 DEEPALI 01:24:22:07 01:29:51:15,329.0,0.0,0.0,329.0
100010102100000381,AWADHI,5,Deleted the Song No 4 ORINAYANO 02:01:58:08 02:07:17:16,319.0,0.0,0.0,319.0
100010102100000385,AWADHI,1,Deleted the Song No 1 YAHOON YAHOON 00:12:44:06 00:15:45:01,180.0,0.0,0.0,180.0
100010102100000385,AWADHI,2,Deleted the Song No 2 MIRCHI 00:30:18:13 00:31:41:03,82.0,0.0,0.0,82.0
100010102100000385,AWADHI,3,Deleted the Song No 3 BARBIE GIRL 00:57:55:10 01:01:42:05,226.0,0.0,0.0,226.0
100010102100000385,AWADHI,4,Deleted the Song No 4 IDHEDHO BAGUNDHU 01:45:34:19 01:48:54:07,199.0,0.0,0.0,199.0
100010102100000385,AWADHI,5,Deleted the Song No 5 DARLINGEYE 01:49:51:07 01:53:39:13,228.0,0.0,0.0,228.0
100050102000000825,SHRI CH. VENKATA RAO,1,Mute CHHAKYA VAANG as the same is derogatory to transgender community.: MUTED,0.0,0.0,0.0,0.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",1,00.09.35  00.14.49 Vulgar Song,314.0,0.0,0.0,314.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",2,00.23.33  00.24.23 Vulgar Shot,50.0,0.0,0.0,50.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",3,00.33.08  00.33.18 Kissing with forcefully with girl,10.0,0.0,0.0,10.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",4,00.36.07  00.39.15 Vulgar,188.0,0.0,0.0,188.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",5,00.51.50  00.53.32 People do smoking and drinking,102.0,0.0,0.0,102.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",6,01.36.54  01.37.14 Topless close up shot,20.0,0.0,0.0,20.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",7,01.37.15  01.37.19 Topless close up shot,4.0,0.0,0.0,4.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",8,01.37.20  01.37.25 Topless close up shot,5.0,0.0,0.0,5.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",9,01.37.26  01.37.29 Topless close up shot,3.0,0.0,0.0,3.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",10,01.37.31  01.37.33 Topless close up shot,2.0,0.0,0.0,2.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",11,01.37.35  01.37.46 Topless close up shot,71.0,0.0,0.0,71.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",12,01.38.34  01.39.12 Topless close up shot,38.0,0.0,0.0,38.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",13,01.39.12  01.39.26 Topless close up shot,14.0,0.0,0.0,14.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",14,01.39.35  01.39.57 Topless close up shot,22.0,0.0,0.0,22.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",15,01.40.11  01.40.12 Topless close up shot,1.0,0.0,0.0,1.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",16,01.40.15  01.40.17 Topless close up shot,2.0,0.0,0.0,2.0
100050102000000594,"B.S. SHAAD, AMIT BRAR ARTS",17,01.40.21  01.40.23 Topless close up shot,2.0,0.0,0.0,2.0
100010102100000717,POWER,1,Deleted the Telugu Song No. 1 DEVUDA DEVUDA 00:15:54:15 00:18:05:19,131.0,0.0,0.0,131.0
100010102100000717,POWER,2,Deleted the Telugu Song No. 2 BADMAASHU PILLA 00:30:57:19 00:33:46:00,168.0,0.0,0.0,168.0
100010102100000717,POWER,3,Deleted the Telugu Song No. 3 NVUVU NVUVU 00:49:30:13 00:52:17:00,166.0,0.0,0.0,166.0
100010102100000717,POWER,4,Deleted the Telugu Song No. 4 CHAMPESINDHE 01:12:59:22 01:15:48:13,168.0,0.0,0.0,168.0
100010102100000717,POWER,5,Deleted the Telugu Song No. 5 NOTANKI NOTANKI 01:52:06:23 01:54:51:06,164.0,0.0,0.0,164.0
100010102100001161,AWADHI,1,Deleted the Telugu Song No. 1 BHOOCHADAE 00:09:31:10 00:13:41:00,559.0,0.0,0.0,559.0
100010102100001161,AWADHI,2,Deleted the Telugu Song No. 2 SWEETY 00:32:48:14 00:36:51:10,243.0,0.0,0.0,243.0
100010102100001161,AWADHI,3,Deleted the Telugu Song No. 3 CINEMA CHOOPISTA MAMA 00:51:31:18 00:55:48:21,257.0,0.0,0.0,257.0
100010102100001161,AWADHI,4,Deleted the Telugu Song No. 4 GALA GALA 01:20:12:10 01:23:24:18,192.0,0.0,0.0,192.0
100010102100001161,AWADHI,5,Deleted the Telugu Song No. 5 DOWN DOWN DUPPA 01:40:42:09 01:44:39:07,236.0,0.0,0.0,236.0
100050102100000202,SEEMA KANSAL - BATHINDA,1,Reduce alcohol visuals by at least by 50.: REPLACED ALL VISUALS,12.0,12.0,0.0,24.0
100050102100000178,SHAREEF,1,Replace the gun flaring visuals as the same are glamorizing in nature.: REPLACED,8.0,8.0,0.0,16.0
100050102100000008,AJEET KUMAR - NEW DELHI,1,Man with Six Kids stairing a Girl Dialouge: Mama ji ki tarah unke bachche bhi bohot sharif hain...,25.0,0.0,0.0,25.0
100050102100000008,AJEET KUMAR - NEW DELHI,2,Two Men talking about what girls Like or Not. Haan bhai darne hai ladkiyon se.....le bhai bana diya Mard,38.0,0.0,0.0,38.0
100050102100000008,AJEET KUMAR - NEW DELHI,3,"Umakant bragging, how he doesnt fear of Girls. Tum hume aisa waisa mat samajhna .....kallu balatkari pakda gaya.",278.0,0.0,0.0,278.0
100050102100000008,AJEET KUMAR - NEW DELHI,4,Kids following a Girl.,34.0,0.0,0.0,34.0
100050102100000204,RAKESH KAPOOR - WEST,1,Delete the portion of the lyrics KAAM BILI GUN HAAN.......ZINDAGI CHO FUN HAAN as the glamorizes use of guns which are synonymous to violence.: DELETED.,5.0,0.0,0.0,5.0
100050102100000223,MOHIT SHARMA - LUDHIANA,1,Delete replace the alcohol reference in the lyrics (YYARA NAAL .....PEENE HAAN......PEENE HAAN) as the same has the effect of GLAMORIZING alcohol consumption.: DELETED,18.0,0.0,0.0,18.0
100050102100000094,PRINCE MADHUP - NEW DELHI,1,Mute word HIJRA as the same has been uttered in a contemptuous manner.: MUTED,0.0,0.0,0.0,0.0
100050102100000094,PRINCE MADHUP - NEW DELHI,2,"a) Delete dialogue GHAR ME JAAKE CHOORIYAN PAHAN LE at 27 min. b) Mute HARAMI at 53 min. and HARAMIYON at 01.28 hrs, 01.49 hrs. Both are denigrating to women.: DELETED",2.0,0.0,0.0,2.0
100050102100000094,PRINCE MADHUP - NEW DELHI,3,"Delete the portion of lyrics GAANJA PIYE ROB....SAMHAAL, SAINYA GANJEDI .. JI and BOLE HAR HAR BAM JI and the close shots of the Hukka smoking by the character Madhav as the same has the effect to encourage and is glamorizing in nature.: DELETED",84.0,0.0,0.0,84.0
100050102100000094,PRINCE MADHUP - NEW DELHI,4,"a) Delete dialogue PICHHWADE MEIN GHUS JAATI HAI, PICHHWADA FATTE HUYE DEKH SAKTE HO HAAN at 51 min and b) insert Title, cast and credit details in Hindi too.: DELETED",3.0,0.0,0.0,3.0
100050102000000808,SURESH H PARMAR,1,Mute the words HARAAMJAADI and DAAKHAN wherever occur.: MUTED,0.0,0.0,0.0,0.0
100050102000000808,SURESH H PARMAR,2,Disclaimer inserted with voice: Santan praptini ..........adamta koi naari na apmaan athava samajdari upar aadhar rakhe che.,0.0,21.0,0.0,21.0
100050102000000808,SURESH H PARMAR,3,Insert health spots in Gujarati instead of in Hindi language. : INSERTED,60.0,120.0,0.0,180.0
100050102100000342,SANDEEP REHAAN - JALANDHAR,1,"Replaced the word ASLA with jatt ne Gabru, and pistol with jatt ne.",0.0,0.0,0.0,0.0
100050102100000319,SONG- ENEMY,1,Visuals and objected portion of the lyrics have been deleted and replaced suitability.,18.0,0.0,0.0,18.0
100050102100000288,SAI DARSHAN,1,00.01.20 to 00.02.33 Begining Casting Crew Special Thanks,73.0,0.0,0.0,73.0
100050102100000288,SAI DARSHAN,2,02.18.48 to 02.22.00 Ending Cast And Credits,120.0,0.0,0.0,120.0
100050102100000338,HARYANVI,1,Insert anti-alcohol message.: INSERTED,0.0,0.0,0.0,0.0
100050102100000349,TALKING HEAD,1,Insert 10 sec for CBFC certificate in TCR :Inserted,0.0,10.0,0.0,10.0
100050102100000349,TALKING HEAD,2,"a. Please insert the anti-smoking disclaimer in the beginning in the language of the documentary. b. Insert anti-smoking static message (SMOKING CAUSES CANCER) at 13 min, 22 min :Inserted",0.0,64.0,0.0,64.0
100010101900006706,THE JOURNEY OF KARMA,1,00.18.32 to 00.21.09 Deleted Visual of Karma jump in Kavis arm. Both in the room with Song lines Hug me sugar biscuit . Tu mera mahiya,105.0,0.0,0.0,105.0
100010101900006706,THE JOURNEY OF KARMA,2,00.44.13 to 00.45.14 Deleted Visual of Smita with Shera on bed with Dialogue Karma nahi aayi .,60.0,0.0,0.0,60.0
100010101900006706,THE JOURNEY OF KARMA,3,01.28.10 to 01.28.13 Deleted Visual of Karma sitting in car.,5.0,0.0,0.0,5.0
100050102100000415,INDERJEET SINGH - REWARI,1,The words PIKE and phrase JAAM LEKE wherever occur as the same justify the alcohol consumption have been deleted.,2.0,0.0,0.0,2.0
100050102100000427,SONG- LAMBARGHINII,1,Submit an NOC from Animal Welfare Board of India for the use of a couple of dogs:Replaced,0.0,0.0,0.0,0.0
100050102100000438,SONG- BLACK HEART,1,Delete excess visuals of alcohol consumption and the visuals which focus on alcohol-glass: Replaced,55.0,55.0,0.0,110.0
100050102100000438,SONG- BLACK HEART,2,Delete the visuals of the caged parrot as the same is in violation of guidelines:Replaced,55.0,55.0,0.0,110.0
100050842100000003,MY FRIEND GANESHA,1,TITLE SONG (START CREDITS) 0:01:18 to 0:02:49,91.0,0.0,0.0,91.0
100050842100000003,MY FRIEND GANESHA,2,Song JAI GANESHJI KI 0:53:11 to 0:55:26,103.0,0.0,0.0,103.0
100050842100000003,MY FRIEND GANESHA,3,Song SABSE PYAARI SABSE NYAARI 1:09:39 to 1:10:49,57.0,0.0,0.0,57.0
100050842100000003,MY FRIEND GANESHA,4,Song MAGIC MASTER NAAM HAIN.. 1:14:02 to 1:15:07,64.0,0.0,0.0,64.0
100050842100000003,MY FRIEND GANESHA,5,Song VAKRATUND MAHAKAYA..,88.0,0.0,0.0,88.0
100050842100000003,MY FRIEND GANESHA,6,Song AAPKA TO HAIN GAURI NANDAN 1:28:37 to 1:30:19,93.0,0.0,0.0,93.0
100050842100000003,MY FRIEND GANESHA,7,Song TERI DIWANI DUNIYA SAARI 1:46:49 to 1:50:03,160.0,0.0,0.0,160.0
100050842100000003,MY FRIEND GANESHA,8,Song JAI GANPATI JAI (END CREDITS) 1:53:57 to 1:58:30,87.0,0.0,0.0,87.0
100050842100000006,DINESH RAILHAN - NEW DELHI,1,Insert TOBACCO CAUSES CANCER in the scenes where it is depicted.,0.0,0.0,0.0,0.0
100010842100000334,REBEL,1,Deleted the Telugu Start Credits 00:01:40:03 00:03:06:22,86.0,0.0,0.0,86.0
100010842100000334,REBEL,2,Deleted the Song No 1 GOOGLE 00:21:09:18 00:25:38:07,268.0,0.0,0.0,268.0
100010842100000334,REBEL,3,Deleted the Song No 2 KEKA 00:48:15:00 00:52:28:02,253.0,0.0,0.0,253.0
100010842100000334,REBEL,4,Deleted the Song No 3 DEEPALI 01:24:22:07 01:29:51:15,329.0,0.0,0.0,329.0
100010842100000334,REBEL,5,Deleted the Song No 4 ORINAYANO 02:01:58:08 02:07:17:16,319.0,0.0,0.0,319.0
100050842100000071,INDERJEET SINGH - REWARI,1,Deleted words KUTTE KA BEEJ being abusive and inappropriate.,10.0,0.0,0.0,10.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",1,00.10.40 00.11.03 DELTED THE SCENE WHERE GIRL REMOVING HER CLOTHS,23.0,0.0,0.0,23.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",2,00.11.20 00.11.24 DELTED SHOT WHERE MEN WATCHING THE WHILE BATHING,4.0,0.0,0.0,4.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",3,00.11.47 00.11.54 DELETED THE SHOT WHERE GIRL BATHING,7.0,0.0,0.0,7.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",4,00.11.57 00.12.01 DELETED THE SHOT WHERE GIRL BATHING,4.0,0.0,0.0,4.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",5,00.20.17 00.20.30 DELETED THE SCENE WHERE MALE misbehaving with girl,13.0,0.0,0.0,13.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",6,00.30.13 00.31.35 DELETED THE SCENE WHERE MALE WATCHING GIRL WHILE SLEEPING,82.0,0.0,0.0,82.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",7,00.35.05 00.35.08 DELETED THE BLOOD SHOT,3.0,0.0,0.0,3.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",8,00.35.10 00.35.22 DELETED THE BLOOD SHOT,12.0,0.0,0.0,12.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",9,00.35.25 00.35.27 DELETED THE BLOOD SHOT,2.0,0.0,0.0,2.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",10,00.35.28 00.35.33 DELETED THE BLOOD SHOT,5.0,0.0,0.0,5.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",11,00.35.36 00.35.46 DELETED THE BLOOD SHOT,10.0,0.0,0.0,10.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",12,00.36.00 00.36.02 DELETED THE SHOT WHERE A MALE burying a girl,2.0,0.0,0.0,2.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",13,00.36.21 00.36.26 DELETED THE CLOSEUPSHOT OF GIRL BACK,5.0,0.0,0.0,5.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",14,00.39.03 00.39.12 DELETED THE CLOSEUP SHOT OF GIRL WHILE DOING exercise,9.0,0.0,0.0,9.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",15,00.39.53 00.40.10 DELETED THE SHOT WHERE GIRL BATHING,17.0,0.0,0.0,17.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",16,00.40.23 00.40.27 DELETED THE Sculpture SHOT,4.0,0.0,0.0,4.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",17,00.40.50 00.40.51 DELETED THE Sculpture SHOT,1.0,0.0,0.0,1.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",18,00.54.21 00.54.24 DELETED THE SHOT DUE TO DUBBING,3.0,0.0,0.0,3.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",19,01.03.19 01.04.17 DELETED THE SHOT WHERE boy AND girl ARE soaking in water,58.0,0.0,0.0,58.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",20,01.08.54 01.08.59 DELETED THE BLOOD SHOT,5.0,0.0,0.0,5.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",21,01.09.11 01.09.14 DELETED THE BLOOD SHOT,3.0,0.0,0.0,3.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",22,01.12.34 01.12.38 DELETED THE BLOOD SHOT,4.0,0.0,0.0,4.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",23,01.18.49 01.18.59 DELETED THE BLOOD SHOT,10.0,0.0,0.0,10.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",24,01.19.06 01.19.10 DELETED THE BLOOD SHOT,4.0,0.0,0.0,4.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",25,01.26.32 01.26.39 DELETED THE SCENE WHERE MALE misbehaving with girl,7.0,0.0,0.0,7.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",26,01.28.08 01.28.09 DELETED THE BLOOD SHOT,1.0,0.0,0.0,1.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",27,01.28.12 01.28.13 DELETED THE BLOOD SHOT,1.0,0.0,0.0,1.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",28,01.28.15 01.28.24 DELETED THE BLOOD SHOT,9.0,0.0,0.0,9.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",29,01.28.31 01.28.34 DELETED THE BLOOD SHOT,3.0,0.0,0.0,3.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",30,01.34.21 01.34.27 DELETED THE BLOOD SHOT,6.0,0.0,0.0,6.0
100050842100000050,"MADAN ENTERPRISES, MUMBAI",31,01.35.11 01.35.22 DELETED THE BLOOD SHOT,11.0,0.0,0.0,11.0
100050842100000066,HARYANVI,1,Deleted CHHAATI LIKDMA and BUM KA GOLA as these words are inappropriate and are demeaning to women.,0.0,0.0,0.0,0.0
100050842100000048,MEENAKSHI PICTURES,1,0:01:04 0:01:36 DELETED THE SCENE WHERE MALE misbehaving with girl,32.0,0.0,0.0,32.0
100050842100000048,MEENAKSHI PICTURES,2,0:01:55 0:02:02 DELETED THE SCENE WHERE MALE misbehaving with girl,7.0,0.0,0.0,7.0
100050842100000048,MEENAKSHI PICTURES,3,0:11:01 0:11:09 DELETED THE SCENE WHERE GIRL IN objectionable POSITION,8.0,0.0,0.0,8.0
100050842100000048,MEENAKSHI PICTURES,4,0:13:40 0:13:46 DELETED THE SCENE WHERE GIRL IN objectionable POSITION,6.0,0.0,0.0,6.0
100050842100000048,MEENAKSHI PICTURES,5,0:13:51 0:13:54 DELETED THE SCENE WHERE GIRL IN objectionable POSITION,3.0,0.0,0.0,3.0
100050842100000048,MEENAKSHI PICTURES,6,0:13:57 0:14:55 DELETED THE LOVE MAKING SCENE,58.0,0.0,0.0,58.0
100050842100000048,MEENAKSHI PICTURES,7,0:17:27 0:17:33 DELETED THE LOVE MAKING SCENE,6.0,0.0,0.0,6.0
100050842100000048,MEENAKSHI PICTURES,8,0:19:32 0:20:20 DELETED THE LOVE MAKING SCENE,48.0,0.0,0.0,48.0
100050842100000048,MEENAKSHI PICTURES,9,0:22:49 0:24:20 DELETED THE SCENE WHERE MALE misbehaving with girl,91.0,0.0,0.0,91.0
100050842100000048,MEENAKSHI PICTURES,10,0:26:44 0:26:51 DELETED THE SCENE WHERE POLICEMEN misbehaving with girl,7.0,0.0,0.0,7.0
100050842100000048,MEENAKSHI PICTURES,11,0:50:30 0:51:16 DELETED THE SCENE WHERE MALE misbehaving with girl,46.0,0.0,0.0,46.0
100050842100000048,MEENAKSHI PICTURES,12,1:13:01 1:13:13 DELTED THE SCENE WHERE MEN GRABING A,12.0,0.0,0.0,12.0
100050842100000048,MEENAKSHI PICTURES,13,1:21:49 1:27:13 DELETED THE DOUBLE MEANING SONG,324.0,0.0,0.0,324.0
100050842100000048,MEENAKSHI PICTURES,14,1:27:31 1:28:27 DELTED THE SCENE WHERE WOMAN BATHING OBJECTIONABLE,56.0,0.0,0.0,56.0
100050842100000048,MEENAKSHI PICTURES,15,0:03:31 MUTED THE WORD HIJDA,0.0,0.0,0.0,0.0
100050842100000048,MEENAKSHI PICTURES,16,0:12:10 MUTED THE WORD RANDWAA,0.0,0.0,0.0,0.0
100010842100000446,DARUVU,1,Deleted the Song No 1 RAJULA 00:11:53:19 00:14:55:20,182.0,0.0,0.0,182.0
100010842100000446,DARUVU,2,Deleted the Song No 2 NIJAM CHAPPU 00:36:53:10 00:39:40:15,167.0,0.0,0.0,167.0
100010842100000446,DARUVU,3,Deleted the Song No 3 SEXY LEADY 01:01:20:03 01:03:13:02,113.0,0.0,0.0,113.0
100010842100000446,DARUVU,4,Deleted the Song No 4 USUMALARESSAY 01:32:22:18 01:35:12:12,169.0,0.0,0.0,169.0
100010842100000446,DARUVU,5,Deleted the Song No 5 ATHIRI CHIRABARA 02:08:10:17 02:10:58:18,168.0,0.0,0.0,168.0
100050842100000081,ABHISHEK NANDA - NEW DELHI,1,a) Mute replace word PATAAKA which has been used for girl b) Delete replace many vulgar hand gestures of the male actor esp. at the end and all the close-up shots of hands moving around female body in obscene manner.,0.0,0.0,0.0,0.0
100010842100000717,INSPECTOR DHRUVA,1,Deleted the Song No 1 RAJULA 00:11:53:19 00:14:55:20,182.0,0.0,0.0,182.0
100010842100000717,INSPECTOR DHRUVA,2,Deleted the Song No 2 NIJAM CHAPPU 00:36:53:10 00:39:40:15,167.0,0.0,0.0,167.0
100010842100000717,INSPECTOR DHRUVA,3,Deleted the Song No 3 SEXY LEADY 01:01:20:03 01:03:13:02,113.0,0.0,0.0,113.0
100010842100000717,INSPECTOR DHRUVA,4,01:32:22:18 01:35:12:12 Deleted the Song No 4 USUMALARESSAY,169.0,0.0,0.0,169.0
100010842100000717,INSPECTOR DHRUVA,5,Deleted the Song No 5 ATHIRI CHIRABARA 02:08:10:17 02:10:58:18,168.0,0.0,0.0,168.0
100010842100000907,YEVADU AGAIN,1,Deleted the Telugu Song No. 1 CHELIYA 00:18:40:18 TO 00:21:11:08,150.0,0.0,0.0,150.0
100010842100000907,YEVADU AGAIN,2,Deleted the Telugu Song No. 2 OYE OYE 00:44:23:11 TO 00:47:43:08,200.0,0.0,0.0,200.0
100010842100000907,YEVADU AGAIN,3,Deleted the Telugu Song No. 3 AYYO PAAPAM 01:02:55:21 TO 01:06:30:04,214.0,0.0,0.0,214.0
100010842100000907,YEVADU AGAIN,4,Deleted the Telugu Song No. 4 FREEDOM 01:20:53:14 TO 01:24:59:21,246.0,0.0,0.0,246.0
