id,certificate_id,movie_name,language,duration_secs,description,cleaned_description,cut_no,deleted_secs,replaced_secs,inserted_secs,total_modified_time_secs,cert_date,cert_no,applicant,certifier,rating,cbfc_file_no
100070291700000323,100070101700000560,YUDDHAM SARANAM,Telugu,8450.0,Delete visuals of party kanduvas during dharna.,,4,0.0,0.0,0.0,0.0,,DIL2422017-HYD,KORRAPATI RANGANATHA SAI - HYDERABAD(VAARAAHI CHALANA CHITRAM),"PVR Rajasekharam, RO, CBFC, Hyderabad",UA,1A073008201700024
100070291700000323,100070101700000560,YUDDHAM SARANAM,Telugu,8450.0,Deletemute demonetisation scheme,,3,0.0,0.0,0.0,0.0,,DIL2422017-HYD,KORRAPATI RANGANATHA SAI - HYDERABAD(VAARAAHI CHALANA CHITRAM),"PVR Rajasekharam, RO, CBFC, Hyderabad",UA,1A073008201700024
100070291700000323,100070101700000560,YUDDHAM SARANAM,Telugu,8450.0,Deletemute Modi laantodni,,2,0.0,0.0,0.0,0.0,,DIL2422017-HYD,KORRAPATI RANGANATHA SAI - HYDERABAD(VAARAAHI CHALANA CHITRAM),"PVR Rajasekharam, RO, CBFC, Hyderabad",UA,1A073008201700024
100070291700000323,100070101700000560,YUDDHAM SARANAM,Telugu,8450.0,"Deletemute recent, Attapur.",,1,0.0,0.0,0.0,0.0,,DIL2422017-HYD,KORRAPATI RANGANATHA SAI - HYDERABAD(VAARAAHI CHALANA CHITRAM),"PVR Rajasekharam, RO, CBFC, Hyderabad",UA,1A073008201700024
100070291700000150,100070101700000310,YOURS LOVINGLY,Telugu,8043.0,Delete purse chuste elanti ammayi ayina padipothundi.,,2,0.0,0.0,0.0,0.0,,DIL1102017-HYD,SRIDHARA PRUDHVIDUTH POTLURI - VISAKHAPATNAM(POTLURI STUDIOS),"PVR Rajasekharam, RO, CBFC, Hyderabad",U,1A071706201700020
100070291700000150,100070101700000310,YOURS LOVINGLY,Telugu,8043.0,Deletemute first night,,1,0.0,0.0,0.0,0.0,,DIL1102017-HYD,SRIDHARA PRUDHVIDUTH POTLURI - VISAKHAPATNAM(POTLURI STUDIOS),"PVR Rajasekharam, RO, CBFC, Hyderabad",U,1A071706201700020
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Holessaalathaan. (Shot 151),,16,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Gommaaley. (Shot 41),,15,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Matting.,,14,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the words Oththa mayiru. (Shot 99),,13,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the words Sugaanubavaththula and Hara hara mahadevaki and also the telephone voice to be recorded in normal voice. It should not have resemblance of anybody. (Shot 242),,12,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Baadu. (Shot 98),,11,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Insert CGI caption while a man is dead by thunder attack. (Shot 237),,10,14.0,14.0,0.0,28.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,The name of Miranda is to be distorted.,,9,13.0,13.0,0.0,26.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Iththa.,,8,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the words Jaadhiya sonna censor panniduvaanga. (Shot 142),,7,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,Mute the word Thanneer. (Shot 86),,6,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,"Mute the word Kings, twice. (Shot Nos.63  94)",,5,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,NOCUndertaking to be submitted for using songs from other films.,,4,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,NOC from AWBI to be submitted for using dogs.,,3,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,"Distort the brand name of cigarette and liquor, wherever shown.",,2,0.0,0.0,0.0,0.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000782,100030101700000848,YENDA THALAIYILA ENNA VAIKALA,Tamil,7105.0,"Disclaimers are to be kept as per norms, legible to read and wherever it requires.",,1,20.0,20.0,0.0,40.0,2017-11-27,DIL2502017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032709201701631
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,"The cleavage of the heroine (coming alive), while sitting on the table is to be rectified.",,13,18.0,18.0,0.0,36.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Delete the audio Morphine.,,12,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,"Remove the visuals of History channel, appearing on the TV watched by Jail warden.",,11,18.0,18.0,0.0,36.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Delete the audio En pondaatiyoda and Sir....enga.... (Shot 117),,10,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Delete the audio IyerIyereyIyerai.,,9,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Reduce to minimum the visuals of putting cigar fire on the palm of the hero.,,8,1.0,0.0,0.0,1.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Delete the audio Jattiya ulla vatchukirenjattiya eppa pottane.,,7,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Remove both audio and visuals of the dialogue Engala exchange Offerla....kodukkiriya.,,6,2.0,0.0,0.0,2.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,CGI caption is to be kept on the visuals of dead body hand.,,5,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Reduce by 50 the visuals of cigar smoking appearing at many places.,,4,8.0,0.0,0.0,8.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,"Delete the audio Samsung  Sony, wherever it occurs.",,3,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,"Brand name of liquor (Kingfisher) are to be blurred, wherever it is shown.",,2,1.0,1.0,0.0,2.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100030291700000217,100030101700000201,YAAR IVAN,Tamil,7519.0,Disclaimers are to be kept as per norms wherever it requires and legible to read.,,1,0.0,0.0,0.0,0.0,2017-07-25,DIL262017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032006201700342
100070291700000436,100070101700000697,'VUNNADHI OKATE ZINDAGI',Telugu,9120.0,Elephant Strong beer label on case to be deleted.,,1,0.0,0.0,0.0,0.0,2017-10-23,DIL1292017-HYD,POTHINENI SEETHARAM CHOWDARY - HYDERABAD(SRAVANTHI CINEMATICS),"PVR Rajasekharam, RO, CBFC, Hyderabad",U,1A071310201700205
100030291700000282,100030101700000392,VIVEGAM,Tamil,8969.0,Dialogueslyrics other than Tamil language are to be supported with subtitle in Tamil.,,3,0.0,0.0,0.0,0.0,,DIL2142017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032107201700741
100030291700000282,100030101700000392,VIVEGAM,Tamil,8969.0,All blooded body visuals are to be digitally reduced.,,2,15.0,15.0,0.0,30.0,,DIL2142017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032107201700741
100030291700000282,100030101700000392,VIVEGAM,Tamil,8969.0,"Disclaimers are to be kept as per norms for drinking and smoking, wherever it requires and legible to read.",,1,0.0,0.0,0.0,0.0,,DIL2142017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032107201700741
100020291700000102,100020101700000218,VISMAYA,Kannada,7683.0,Delete blood,,3,0.0,0.0,0.0,0.0,2017-07-10,DIL2162017-BAN,DN SREENIVASAPPA (E.O.),"DN SREENIVASAPPA, RO, CBFC, Bangalore",UA,1A022206201700025
100020291700000102,100020101700000218,VISMAYA,Kannada,7683.0,Delete blood,,2,0.0,0.0,0.0,0.0,2017-07-10,DIL2162017-BAN,DN SREENIVASAPPA (E.O.),"DN SREENIVASAPPA, RO, CBFC, Bangalore",UA,1A022206201700025
100020291700000102,100020101700000218,VISMAYA,Kannada,7683.0,Insert the titledisclaimer in the beginning of the film that all the characters and circumstances are fictious and does not relate to any true incident.,,1,0.0,0.0,0.0,0.0,2017-07-10,DIL2162017-BAN,DN SREENIVASAPPA (E.O.),"DN SREENIVASAPPA, RO, CBFC, Bangalore",UA,1A022206201700025
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,NOC from AWBI to be submitted by the applicant for using White Dove in the film.,,11,6.0,0.0,0.0,6.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,"NOCUndertaking to be submitted by the applicant for using the song Vaadi en thamizhchelvi, in this film.",,10,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,RemoveReplace both audio  video of the dialogue Full satisfaction erukkaadhu. (Shot 158),,9,4.0,0.0,0.0,4.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,MuteReplace the audio Devi  Day and Night. (Shot 161),,8,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,RemoveReplace both audio  video of the dialogue Neenga pockettukulla ellaam kaiya viduveenga. (Shot 349),,7,2.0,0.0,0.0,2.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,Mute the audio Yesappa.,,6,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,RemoveReplace both audio and video of the dialogue from Water unakku..matter enakku. (Shot 65),,5,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,RemoveReplace the audio  video of the dialogue Kaariyangalai katchidhama muditchu. (Shot 63),,4,3.0,0.0,0.0,3.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,"Mute the audio Tha and Inga, wherever it occurs in the film.",,3,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,"NOCUndertaking should be submitted by the applicant for using other films clips of actors Vijay  Ajith, from authorized person.",,2,0.0,0.0,0.0,0.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000839,100030101700001090,VISIRI,Tamil,6419.0,"Disclaimers are to be kept as per norms, legible to read and wherever it requires.",,1,20.0,20.0,0.0,40.0,,DIL2542017-Che,VETRIVEERAN MAHALINGAM - CHENNAI(MAHALINGAM PRODUCTIONS),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031311201700022
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,FRIENDS RAPING HEROS SISTER,,11,109.0,0.0,0.0,109.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,BAR SET UP GLAMOUR SONG,,10,219.0,0.0,0.0,219.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,YOUNG MAN PREPARING DRUG,,9,7.0,0.0,0.0,7.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,HERO AND HEROINES LOVE MOOD SHOTS,,8,87.0,0.0,0.0,87.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,CLOSE MOVEMENT OF KISSING SCENES OF SECOND HERO WITH HIS WIFE,,7,21.0,0.0,0.0,21.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,SECOND HEROS ROMANCE WITH HIS WIFE,,6,45.0,0.0,0.0,45.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,MUTED THE WORD ORU MURAI,,5,0.0,0.0,0.0,0.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,MUTED THE TWICE MUNDAM,,4,0.0,0.0,0.0,0.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,MUTED BOY FRIEND,,3,0.0,0.0,0.0,0.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,THE WORD BULLSHIT MUTED,,2,0.0,0.0,0.0,0.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000576,100030101700000566,VIRUGAM - REVISED,Tamil,6082.0,BLOOD AND KICKING SHOTS DELETED,,1,35.0,0.0,0.0,35.0,,VIL262017-Che,A Muthukrishnan (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A031608201701354
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,DeleteReplace the visual of slitting the throat by Vedha.,,10,1.0,1.0,0.0,2.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Baadu. (Shot 249),,9,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Tha in boat scene.,,8,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Fuck.,,7,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Polaiyadi (twice) in Malayalam.,,6,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Fuck. (Shot 173),,5,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,"DeleteReplace the visuals  audio in Shot Nos.267 to 273  312 to 315. (Children handling drug) and also reduce by 20, the overall drug scene.",,4,27.0,0.0,0.0,27.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,MuteReplace the word Mayiru. (Reel 2  Shot 298  Reel 4-Shot 19),,3,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,DeleteReplace the visual of boy smoking. (Shot 335),,2,7.0,7.0,0.0,14.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000166,100030101700000162,VIKRAM VEDHA,Tamil,8845.0,"Disclaimers are to be kept as per norms, legible to read and wherever it requires.",,1,0.0,0.0,0.0,0.0,2017-07-17,DIL232017-Che,,"M M Mathialagen, RO, CBFC, Chennai",UA,1A031306201700344
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,MuteReplace the word Shit uttered by Major.,,8,0.0,0.0,0.0,0.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,Mute They in the word They..paiyya. (Shot 114),,7,0.0,0.0,0.0,0.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,Hitting and death of Dog visuals are to be supered with CGI caption. (Shot 277),,6,0.0,0.0,0.0,0.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,"Song No.2, Bodhaip poo should not be given for telecast in any satellite channel as promos in its present form. Applicant should give an undertaking in Stamp paper for the same.",,5,0.0,0.0,0.0,0.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,Mute Inga in the word Adeenga. (Shot 62),,4,0.0,0.0,0.0,0.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,(a) The blood soaked visuals of knifeiron instrument are to be removedreplaced. (Shot 36) (b) RemoveReplace the visuals of Deena kicking on Kumaran with shoe leg. (Shot 66),,3,2.0,0.0,0.0,2.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,(a) The violent hitting by an Iron rod is to be removedreplaced. (b) All English captions are to be supported with Tamil subtitle.,,2,1.0,0.0,0.0,1.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100030291700000074,100030101700000070,MAAYAVAN,Tamil,7721.0,"(a) Disclaimers are to be kept as per norms and legible to read. Brand name of cigar packet is to be blurred. (b) In all murder sequences, the blood visuals are to be reduced to minimum.",,1,5.0,5.0,0.0,10.0,2017-06-19,DIL212017-Che,M M Mathialagen (E.O.),"M M Mathialagen, RO, CBFC, Chennai",UA,1A032205201700104
100020291700000471,100020101700000661,MAHAKAVYA,Kannada,8288.0,The word Hadarakke should be muted,,2,0.0,0.0,0.0,0.0,2017-11-17,DIL1342017-BAN,DN SREENIVASAPPA (E.O.),"DN SREENIVASAPPA, RO, CBFC, Bangalore",U,1A021210201700232
100020291700000471,100020101700000661,MAHAKAVYA,Kannada,8288.0,The visual of blood on the chest of Dushyasana who died in the Kurukshetra was should be deletedblurred.,,1,0.0,0.0,0.0,0.0,2017-11-17,DIL1342017-BAN,DN SREENIVASAPPA (E.O.),"DN SREENIVASAPPA, RO, CBFC, Bangalore",U,1A021210201700232
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,"In Shot Nos. 270,272,273,274,275  276, Remove the visuals by 25 and keep only one shot for each action. Repetition is to be removed.",,7,1.0,0.0,0.0,1.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,RemoveReplace the visual of stabbing on the stomach. (Shot 271),,6,1.0,0.0,0.0,1.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,"Keep only one (long knife) sword shot visual, deleting the rest. (Shot Nos.267  268)",,5,6.0,0.0,0.0,6.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,"Keep only one shotflash visuals of violence in Shot Nos.454 to 456, deleting the rest.",,4,2.0,2.0,0.0,4.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,Reduce by 20 the blood coated neck visuals. (Shot Nos.446 to 452),,3,1.0,0.0,0.0,1.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
100030291700000735,100030101700000667,VIDHI - MADHI - ULTAA,Tamil,6751.0,"Keep only one visual of crushing Gayathri on the wall, deleting the rest. (Shot Nos.414  415)",,2,2.0,0.0,0.0,2.0,,DIL1322017-Che,RAMEEZRAJA FAZALMOHAMED - KANCHIPURAM(RITE MEDIA WORKS PRIVATE LIMITED),"M M Mathialagen, RO, CBFC, Chennai",U,1A030709201700040
