certificate_id,film_name,cut_no,description,deleted,replaced,inserted
100010842100000418,ANTON PICTURES - LUXEMBOURG,4,00:33:32:15 TO 00:34:03:11 CINDY TO DOLLFACE (SCREAMS): Leave us alone KINSEY TO CINDY: Who is she,00.31,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,5,"00:34:22:14 TO 00:34:26:05 SONG (THRU STEREO):Has made you  wish  that youd  never been born Thats a  shame cause you  got the lot CINDY TO KINSEY (SHOUTS):Pull yourself upKINSEY (OS):(REACTS FEAR, EFFORT)",00.03,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,6,00:34:48:13 TO 00:34:56:16 SONG (THRU STEREO):If you  smiled the  walls would  fall down  On all the people in this pickup  jointKINSEY TO CINDY (SCREAMS):NoKINSEY TO CINDY:(SCREAMS) MummyKINSEY:(CRIES),00.08,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,7,00:35:19:12 TO 00:35:46:10 CINDY HEAD ON THE WASHBASIN WITH BLOODSONG (THRU STEREO):Just answer me the question why,00.27,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,8,"00:37:06:03 TO 00:37:10:00 ROOM IS DARK , BODY WITH POOL OF BLOOD",00.04,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,9,"00:38:28:08 TO 00:38:40:24 EXT. PLAYGROUND, TRAILER PARK  NIGHT.SWING IS MOVING NO ONE ON THE SWING MIKE IS PEEPING THROUGH BLEND (FX: SWING CHAIN)",00.12,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,10,00:40:53:18 TO 00:41:18:04 KINSEY TO AUDIENCE:(REACTS) No... (GASPS) Okay. (SHOUTS) Help Please (CRIES),00.26,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,11,"9) 00:45:27:08 TO 00:46:29:22 SONG (THRU RADIO):Caught in a web, daring to touch  Is it the love of the danger Or the danger of the loveSONG (THRU RADIO):You know Im not  afraid of your night  moves  You know Im not afraid of  your ni",01.02,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,12,00:46:55:17 TO 00:46:57:24 WOUND POOL OF BLOOD,00.02,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,13,"00:47:06:24 TO 00:47:09:11 LUKE TO MIKE: Okay Im Okay, Im Im gonna Im gonna...MIKE:(REACTS, PAIN)",00.02,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,14,00:49:04:08 TO 00:52:00:24 PRESENTER (THRU RADIO)(INDISTINCT CHAT) START MUSIC (SOURCERADIO) END (SOURCERADIO) PRESENTER 2 (THRU RADIO): (INDISTINCT COMMENTARY) START MUSIC (SOURCE)MIKE TO MAN IN THE MASK: Please. Please. Please. Why are you doing,02.57,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,15,01:03:00:22 TO 01:13:30:22 SONG (THRU SPEAKERS):And well only be making it right Cause well never be wrong  together We can take it to the end of the line Your love is like a shadow on me all of the time (all of the time)LUKE TRYING TO REMOVE T,00.30,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,16,01:04:23:05 TO 01:04:46:21 UNDERWATER FIGHT WITH DRAGGER LOT OF VIOLENCE,00.23,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,17,"01:04:59:11 TO 01:05:59:14 SONG (THRU SPEAKERS):Once upon a time I was falling in love But now Im only falling apart  And theres nothing I can say A total eclipse of the heart LUKE IS STABBED BY MASK MAN IN THE POOL, POOL IS FULL OF BLOOD ,",01.00,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,18,01:08:32:15 TO 01:08:33:14 STATE TROOPER: (CHOKES ON BLOOD),00.01,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,19,"01:08:46:10 TO 01:09:22:01 KINSEY TO AUDIENCE (WHISPERS):Oh, God. I cant see them.KINSEY TO AUDIENCE: Where are the keys Where are the keys(FX: TAPPING)KINSEY TO AUDIENCE: Come on, come on, come on. KINSEY TO DOLL FACE:(REACTS PAIN) Get off",00.35,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,20,"01:12:26:15 TO 01:12:56:08 KINSEY TO AUDIENCE:Come on, please. Come on, please. Please, I need you to goSTART MUSIC (SOURCE) CONTINUE SCORESONG (THRU SPEAKERS):(INDISTINCT)(FX: CRASH)KINSEY TO AUDIENCE:(REACTS) NoSONG (THRU SPEAKERS):.",00.29,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,21,01:13:44:02 TO 01:14:02:13 SONG: But Im never gonna make it without  you Do you really want to  see me crawl And Im never gonna make it like you do  Making love out of nothing at all (Making love) KINSEY: (GASPS) SONG:Out of nothing at,00.18,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,22,"01:14:08:17 TO 01:14:38:03 (FX: PICK-UP TRUCK)SONG:Out of nothing at all, (Making love) out of nothing at all  (Making love)  Out of nothing at all,  (Making love) SONG:Out of nothing  at all, (Making love)  out of nothing at all (Mak",00.29,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,23,"01:14:52:19 TO 01:16:38:06 SONG:Out of nothing at all,  (Making love) out of nothing at all (Making love) out of nothing at all (Making love) Out of nothing at all (Making love) (SLOWS) MAN IN THE MASK:(BREATHES, RAGGED) he removes glass piec",01.45,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,24,"01:17:25:18 TO 01:17:31:21 KINSEY:(SCREAMS) (REACTS) KINSEY: (SCREAMS, RAGE) KINSEY: (CRIES)",00.06,00.00,00.00
100010842100000418,ANTON PICTURES - LUXEMBOURG,25,01:17:51:24 TO 01:18:00:10 Body lying on road in pool of blood,00.08,00.00,00.00
100010842200000323,ATHIDHI,1,Deleted the visuals of Song 1 00.41.08 to 00.45.11,04.03,00.00,00.00
100010842200000323,ATHIDHI,2,Deleted the visuals of Song 2 00.55.30 to 01.00.06,04.36,00.00,00.00
100010842200000323,ATHIDHI,3,Deleted the visuals of Song 3 01.27.54 to 01.31.59,04.06,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,1,Muted the words Bastard 00.55 - Fuck - 01.51 - 04.18 - 06.20 - 17.13 - 22.26 - 25.58 29.43 - 29.48 - 30.02 -31.43 - 32.40 - 32.55 - 33.08 - 34.00 - 34.02 - 34.49 - 38.05 39.45 - 39.46 - 47.37 - 53.53 - 01.04.56 - 01.06.25 - 01.09.55,00.00,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,2,01.13.52-01.21.56 - Blur word Fucking subtitle - 03.22 - Dick - 04.50 - 12.44 - 33.30 Porn - 04.08 - 04.10 - 04.13 - Asshole - 06.22 - 28.57 - 29.12 - 29.24 - 01.08.14,00.00,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,3,01.08.16 - 01.10.39 - 01.11.24 - 01.21.08 - Bitches - 12.17 - 12.19 - Fucking - 14.47 18.00 - 18.16 - 18.19 - 24.45 - 29.15 - 33.47 - 35.34 - 43.45 - 43.49 - 56.15 - 56.25 01.05.04 - 01.05.21 - 01.05.26 - 01.05.33 - 01.05.42 - 01.05.45,00.00,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,4,01.08.19 - 01.08.52 - 01.12.38 - 01.15.42 - Fucker - 32.28 - Ass - 16.44 - 29.44 - 29.54 58.58 - 01.24.05 - nipples - 16.55 - Blur word suck my dick subtitle - 18.47 - Suck - 24.02,00.00,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,5,Mother Fucker - 29.25 - 40.48 - 01.02.47 - 01.03.06 - suck my dick - 29.57 - 01.05.10 - Son of Bitch - 39.53 - Bitch Ass - 56.21 - 56.43-,00.00,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,6,Deleted the visual of gestured at TCR: 01.01.45 to 01.01.50,00.05,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,7,Deleted the visual of gestured at TCR: 01.04.47 to 01.04.48,00.01,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,8,Deleted the visual of bare butt on phone screen at TCR:01.56.36 to 01 01.56.40  01.57.09 to 01.57.11,00.07,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,9,Deleted the visual of Deleted the visual of bare butt on phone and cleavage screen at TCR: 02.02.59 to 02.03.02,00.03,00.00,00.00
100010842200000448,DEATH OF A TELEMARKETER.,10,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000266,THE EMPTY MAN,1,"Muted and blurred :Fuck : 7.02 7.18, 7.25, 18.30, 20.44,36.55,39.03,42.02,1.32.51,1.32.54,1.33.35,1.45.20, 1.45.26, 1.45.33, 1.55.43, 1.58.26, Fucking  9.13, 21.06,21.14, 35.47, 38.53, 44.09, 1.35.23, 1.44.41, 1.45.37, 1.45.59, 1.45.56, 1.46.52,",00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,2,"Muted and blurred fucking : 1.47.10, 1.50.11, 1.56.44, 1.56.47, 1.56.57, Blow- 41.56 Asshole : 44.12, Bitch : 39.26",00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,3,Deleted repeated cu visuals of the skeleton (reduced) TCR 7.21,00.03,00.00,00.00
100010842200000266,THE EMPTY MAN,4,Deleted cu panning shot of the skeleton (reduced) at TCR 7.30,00.09,00.00,00.00
100010842200000266,THE EMPTY MAN,5,Deleted visuals in case nudity seen on the pics board at TCR 34.36,00.05,00.00,00.00
100010842200000266,THE EMPTY MAN,6,Blurred visuals in case nudity seen on the pics board at TCR 35.28,00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,7,Deleted visuals with Fucking legible at TCR 35.37,00.01,00.00,00.00
100010842200000266,THE EMPTY MAN,8,"Blurred visuals in case nudity seen on the pics board at TCR 35.38, 35.45, 35.55",00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,9,Deleted visuals of middle finger at TCR 39.12,00.04,00.00,00.00
100010842200000266,THE EMPTY MAN,10,Deleted visuals of dead dog at TCR : 47.37,00.03,00.00,00.00
100010842200000266,THE EMPTY MAN,11,Deleted visuals of the woman walking and getting naked at TCR 53.51,00.21,00.00,00.00
100010842200000266,THE EMPTY MAN,12,Deleted visuals of the naked girl at TCR 54.29,00.12,00.00,00.00
100010842200000266,THE EMPTY MAN,13,Shifted frames up in case breasts are visible at TCR 54.49,00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,14,Deleted visuals of the naked girl getting stabbed in the face at TCR 55.32,00.18,00.00,00.00
100010842200000266,THE EMPTY MAN,15,Shifted frames to hide visuals of the naked womans cleavage  breasts atTCR 55.51,00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,16,Shifted frames to hide lower half nudity at TCR 58.07,00.00,00.00,00.00
100010842200000266,THE EMPTY MAN,17,Deleted visuals of the ghost scratching his insides and squeezings his intestines at TCR 1.27.19,00.18,00.00,00.00
100010842200000266,THE EMPTY MAN,18,Deleted visuals of the couple humping at TCR 1.38.18,00.02,00.00,00.00
100010842200000266,THE EMPTY MAN,19,Deleted visuals of the picture of a naked man sitting on the chair at TCR 1.50.03,00.03,00.00,00.00
100010842200000266,THE EMPTY MAN,20,Deleted visuals of the picture of a naked man sitting on the chair (retain the reaction shot of the man) at TCR 1.50.13,00.09,00.00,00.00
100010842200000266,THE EMPTY MAN,21,Deleted shot of the scary skeleton at TCR 2.00.52,00.02,00.00,00.00
100010842200000266,THE EMPTY MAN,22,Deleted prolonged visuals of the demon at TCR 2.02.11,00.05,00.00,00.00
100010842200000266,THE EMPTY MAN,23,Deleted prolonged visuals of the demon at TCR 2.02.21,00.05,00.00,00.00
100010842200000266,THE EMPTY MAN,24,Deleted visuals of the couple making out and humping at TCR 2.04.43,00.07,00.00,00.00
100010842200000266,THE EMPTY MAN,25,Deleted visuals of the couple making out and humping at TCR 2.04.54,00.03,00.00,00.00
100010842200000266,THE EMPTY MAN,26,Deleted visuals of the couple making out and humping at TCR 2.04.58,00.02,00.00,00.00
100010842200000266,THE EMPTY MAN,27,Deleted visuals of the couple making out and humping at TCR 2.05.01,00.03,00.00,00.00
100010842200000266,THE EMPTY MAN,28,Deleted visuals of the mans head being blown with a bullet at TCR 2.06.13,00.01,00.00,00.00
100010842200000266,THE EMPTY MAN,29,Deleted the visuals of blood spurts and head being blown at TCR 2.06.16,00.06,00.00,00.00
100010842200000266,THE EMPTY MAN,30,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule35 (3) CCR 1983",00.00,00.00,00.10
100010842200000266,THE EMPTY MAN,31,Added Anti - Smoking Disclaimer in the beginning and middle of the film.AddedAnti Smoking Static Scroll SmokingKills wherever Smoking occurs in the film.,00.00,00.00,02.00
100010842100004030,S. RAVISHANKAR,1,Deleted The Visual of Start Title Montage of Tamil Version at TCR  00:00:00 To 00:01:23.,01.23,00.00,00.00
100010842100004030,S. RAVISHANKAR,2,Deleted The Visual of Song 1 Tamil Version at TCR  00:12:51 To 00:17:35.,04.44,00.00,00.00
100010842100004030,S. RAVISHANKAR,3,Deleted The Visual of Song 2 Tamil Version at TCR  00:26:10 To 00:30:23.,04.13,00.00,00.00
100010842100004030,S. RAVISHANKAR,4,Deleted The Visual of Song 3 Tamil Version at TCR  01:29:12 To 01:34:19.,05.07,00.00,00.00
100010842100004030,S. RAVISHANKAR,5,Deleted End scroll of Tamil Version at TCR  01:45:40 To 01:50:25,04.45,00.00,00.00
100010842200000273,A THURSDAY,1,Inserted Hindi voice over to Disclaimer in the beginning.,00.00,00.25,00.00
100010842200000273,A THURSDAY,2,"Removed the words Behanchod at 20.24, 1.24.00, fucking at 26.38, asshole at 39.10 and Maadarchod at 1.13.07.",00.00,00.00,00.00
100010842200000273,A THURSDAY,3,removed the words MERE PAAS KOI AUR RASTA NAHI THA at 1.58.30,00.03,00.00,00.00
100010842200000273,A THURSDAY,4,"At 2.01 hrs, removed the scene of Rohit saluting Naina for her means to get Justice , also removed his dialogues SALUTE TO THE PEOPLE WHO DESERVE IT YAAR. IN FACT, MUZE TOH LAGTA HAI KI KUCH CAPACITY MEIN MUZE BHI DESH KE LIYE KUCH KARNA CHAHIYE. Replaced the visual with Rohit standing still looking at Naina",00.02,00.00,00.00
100010842200000273,A THURSDAY,5,"AT 2.05 HOURS, REMOVED THE PRIME MINISTERS LINES GLORIFYING AND EQUATING NAINAS VIOLENT METHODS WITH DEEDS OF GREAT PEOPLE , : from the words ITIHAAS GAWAAH HAI KI....to the words ...LICK A GRAIN OF SALT. And 3 SECONDS IN THE END SCROLL HAVE BEEN REDUCED TO MATCH THE LENGTH WITH THE ORIGINAL FILM APPLIED",00.20,00.00,00.00
100010842100004109,LOOOP LAPETA,1,Corrected the first sentence of Hindi disclaimer as YEH FILM KAALPANIK HAI,00.00,00.00,00.00
100010842100004109,LOOOP LAPETA,2,Removed the drug snorting scenes wherever occur including at 2.26 mins and 1.00.09 hours. Also increased the font size of anti smoking message wherever occur. Removed the tobacco brand name at 8.75,00.25,00.00,00.00
100010842100004109,LOOOP LAPETA,3,"Removed the words (a) Fuck, fuck all, fuck off: 2.52, 20.30, 15 mins, 36.45, 59.53, 1.10 hours, 1.33.40 (b) Bhosdike: 23.75 (c) Dimaag ki maa mat cho : 1.02.03 (c) Chutiya at 1.18.50, 1.22.26 (c) Maay Zavdya : 1.29.21 (d) M.C. at 1.58 hrs",00.22,00.00,00.00
100010842100004109,LOOOP LAPETA,4,"Removed the middle finger gestures at 35.26, 36.33",00.13,00.00,00.00
100010842100004109,LOOOP LAPETA,5,"Removed the dialogues (a) SAVITRI APNI DEDH SHYAHNI THI (b) YAMRAAJ KE SAATH ZOL KAR RAHI THI at 1.32.12,1.32.47",00.19,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,1,Deleted the Telugu Start Title. 00:01:40:30 00:05:39:19,03.59,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,2,Deleted the Telugu Song No. 1 RUN RUN 00:15:38:06 00:19:50:19,04.13,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,3,Deleted the Telugu Song No. 2 SHANKARABHARANAMTHO 00:26:08:01 00:30:11:07,04.03,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,4,Deleted the Telugu Song No. 3 VIOLIN SONG 00:46:41:06 00:51:02:20,04.22,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,5,Deleted the Telugu Song No. 4 RUN RUN REMIX 00:57:59:19 01:01:24:12,03.25,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,6,Deleted the Telugu Song No. 5 GANPATI BAAPA 01:12:15:11 01:16:27:10,04.12,00.00,00.00
100010842200000217,PARMESHWARA ART PROD,7,Deleted the Telugu Song No. 6 TOP LESIPODDI 01:47:38:12 01:52:21:00,04.42,00.00,00.00
100010842200000659,A.R. MINDS - OSMANABAD,1,Replaced the scenes bike riding instead of animal wherever occurred at TCR 03:26,00.00,00.00,00.00
100010842100004307,RAANI,1,Unwanted Logo deleted TCR-00:00:01 to 00:00:25,00.25,00.00,00.00
100010842100001249,DOOM,1,"Added 10 Seconds of space in the beginning of the film for the display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842100001249,DOOM,2,Added  Anti  Smoking Disclaimer in the beginning and middle of the film. Added Anti  Smoking static scroll Smoking Kills wherever smoking occurs in the films.,00.00,00.00,02.00
100010842200000312,MS B. BHARATHI REDDY,1,Deleted the visuals of Song 1 00.10.35 to 00.14.42,04.06,00.00,00.00
100010842200000312,MS B. BHARATHI REDDY,2,Deleted the visuals of Song 2 00.26.11 to 00.30.14,04.02,00.00,00.00
100010842200000312,MS B. BHARATHI REDDY,3,Deleted the visuals of Song 3 00.38.57 to 00.40.11,01.13,00.00,00.00
100010842200000312,MS B. BHARATHI REDDY,4,Deleted the visuals of Song 4 01.11.03 to 01.15.08,04.06,00.00,00.00
100010842200000312,MS B. BHARATHI REDDY,5,Deleted the visuals of Song 5 01.30.20 to 01.34.19,04.00,00.00,00.00
100010842200000199,WIDE ANGLE CREATIONS,1,Deleted the visuals of Song 1 00.22.42 to 00.25.06,02.24,00.00,00.00
100010842200000199,WIDE ANGLE CREATIONS,2,Deleted the visuals of Song 2 00.36.31 to 00.40.04,03.32,00.00,00.00
100010842200000199,WIDE ANGLE CREATIONS,3,Deleted the visuals of Song 3 01.08.20 to 01.11.27,03.06,00.00,00.00
100010842200000199,WIDE ANGLE CREATIONS,4,Deleted the visuals of Song 4 01.29.03 to 01.30.43,01.42,00.00,00.00
100010842200000263,TV ASAHI CORPORATION,1,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000251,TV ASAHI CORPORATION,1,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000250,TV ASAHI CORPORATION,1,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000249,TV ASAHI CORPORATION,1,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000490,DIL BECHARA BREAKUP KA MARA,1,Partly deleted The Song (Edo Anukunte) (TCR 00:18:53 to 00:20:58),02.05,00.00,00.00
100010842200000490,DIL BECHARA BREAKUP KA MARA,2,Deleted The Song (Ammamo Ammo) (TCR 00:39:36 to 00:43:36),04.00,00.00,00.00
100010842200000490,DIL BECHARA BREAKUP KA MARA,3,Deleted The Song (Chelee Vinamani) (TCR 00:53:05 to 00:57:00),03.55,00.00,00.00
100010842200000490,DIL BECHARA BREAKUP KA MARA,4,Deleted The Song (Oo Baby) (TCR 01:05:25 to 01:08:32),03.07,00.00,00.00
100010842200000490,DIL BECHARA BREAKUP KA MARA,5,Deleted The Start Title (TCR 00:01:47 to 00:04:17),02.30,00.00,00.00
100010842200000490,DIL BECHARA BREAKUP KA MARA,6,Deleted The End Title (TCR 01:59:13 to 02:02:48),03.35,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,1,"Muted the word SAALA- 8:47,18:58,19:31,28:01,28:20,29:35,36:22,1:11:12,1:17:43,1:17:48,1:17:54, 1:18:06,1:19:43,1:20:11,1:20:19,1:38:05,1:40:40.ITEM-17:12, ATOM BOMB-17:14, GHANTA-19:00, JAWANI-22:56, 1:19:09, BALATKAR-3",00.00,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,2,Deleted the visual of Majnu bhai uttering word after seeing Rani 13:08-17-00:09 SEC,00.09,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,3,"16:57 to 17:10 Deleted the visual of Majnu bhai, Khatai and Mithai. 00:13 SEC",00.13,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,4,17:32-34 Deleted the visual of Majnu bhai 00:02 sec,00.02,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,5,18:52 to 23:04 Deleted Item Song Maalpani 04:12 sec,04.12,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,6,29:20-21 Deleted the visual of Rajkumar touching Rani. 00:01 sec,00.01,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,7,38:03-05 Deleted the visual of Raju and Rani. 00:02 sec,00.02,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,8,"47:03-14 49:54,50:01.Deleted the visual from Song Saiya Rajaiya 00:18 sec",00.18,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,9,"55:53,5601 Deleted the visual of Majnu bhai, Khatai and Mithai. 00:08 sec",00.08,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,10,1:12:39-50 Deleted the visual of Rani on bed. 00:11 sec,00.11,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,11,"Deleted the visual from Song Chappan karodi Jawani seal bandh ba 02:40 sec.1:50:16-20 1:50:45 to 1:51:27, 1:51:52 to 1:52:38. 1:53:03 to 1:54:11",02.40,00.00,00.00
100010842100004190,JAI HO PRODUCTION - MUMBAI,12,Deleted the visual of Majnu bhai attempting to rape Rani 00:04 sec. 1:57:33 to 1:57:37,00.04,00.00,00.00
100010842200000523,SATHYA MOVIES,1,Deleted the visuals of Song 1 00.05.30 to 00.10.53,05.23,00.00,00.00
100010842200000523,SATHYA MOVIES,2,Deleted the visuals of Song 2 00.27.00 to 00.33.20,06.19,00.00,00.00
100010842200000523,SATHYA MOVIES,3,Deleted the visuals of Song 3 00.43.19 to 00.48.33,05.13,00.00,00.00
100010842200000523,SATHYA MOVIES,4,Deleted the visuals of Song 4 01.28.25 to 01.35.00,06.34,00.00,00.00
100010842200000523,SATHYA MOVIES,5,Deleted the visuals of Song 5 01.40.23 to 01.45.04,04.52,00.00,00.00
100010842200000525,MUTHU  MAHARAJA,1,Deleted the visuals of Song 1 00.05.51 to 00.10.02,04.11,00.00,00.00
100010842200000525,MUTHU  MAHARAJA,2,Deleted the visuals of Song 2 00.23.54 to 00.28.52,04.58,00.00,00.00
100010842200000525,MUTHU  MAHARAJA,3,Deleted the visuals of Song 3 00.58.56 to 01.04.13,05.18,00.00,00.00
100010842200000525,MUTHU  MAHARAJA,4,Deleted the visuals of Song 4 01.21.33 to 01.27.38,06.05,00.00,00.00
100010842200000410,WISH UPON A UNICORN,1,Muted the word Butt Cheeks at TCR: - 01:53:53,00.00,00.00,00.00
100010842200000410,WISH UPON A UNICORN,2,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule35 (3) CCR 1983.",00.00,00.00,00.10
100010842200000225,HOW IT ENDS,1,Muted the words FUCKFUCKINGFUCKED:-,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,2,Muted the word WEED,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,3,Muted the word DRUGS,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,4,Muted the word MENSES,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,5,Muted the word PERIOD,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,6,Muted the word NAKED,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,7,Muted the word DICK,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,8,Muted the word SEX,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,9,Muted the word ASS,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,10,Muted the word POSITION,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,11,Muted the word BUTT,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,12,Muted the word PANTIE,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,13,Muted the word KETAMINE,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,14,Muted the word BALLS,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,15,Muted the word PORTHOLE,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,16,Muted the word HEROINE,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,17,Muted the word MASHROOM,00.00,00.00,00.00
100010842200000225,HOW IT ENDS,18,01:35:53  01:35:55  Deleted the close shot of a mans torso,00.02,00.00,00.00
100010842200000225,HOW IT ENDS,19,01:36:10  01:36:33  Deleted the conversation Is it a short of ---------in the love-making,00.23,00.00,00.00
100010842200000225,HOW IT ENDS,20,01:41:35  01:41:49  Deleted the conversation about brown line,00.14,00.00,00.00
100010842200000225,HOW IT ENDS,21,02:18:06  02:18:14  Deleted the conversation about sex,00.08,00.00,00.00
100010842200000093,TV ASAHI CORPORATION,1,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule.",00.00,00.00,00.10
100010842200000565,NU IMAGE INC,1,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule35 (3) CCR 1983",00.00,00.00,00.10
100010842200000565,NU IMAGE INC,2,Added Anti - Smoking Disclaimer in the beginning and middle of the film.AddedAnti Smoking Static Scroll SmokingKillswherever Smoking occurs in the film.,00.00,00.00,02.00
100010842200000474,MEGA PYTHON VS GATOROID,1,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule35 (3) CCR 1983",00.00,00.00,00.10
100010842200000363,ACME HOLDING COMPANY,1,"Added 10 seconds of space in the beginning of film for display of CBFC certificate, as per Rule35 (3) CCR 1983",00.00,00.00,00.10
100010842200000363,ACME HOLDING COMPANY,2,Localization of Hindi Cast and Crew,00.00,00.00,00.05
100010842200000500,HERE TODAY,1,1. Muted the words Ass  07.28  09.35  13.15  22.56  26.14  28.04  30.38  50.46 01.00.40  Son Of Bitch  22.39  Bastard  22.44  Fucking  23.22  Sex  25.46-27.48  01.14.51,00.00,00.00,00.00
100010842200000500,HERE TODAY,2,Balls  26.31  28.05  30.40  Blur the word sex  27.48 fuck  43.43  01.26.44 - Balls the word Sexist  45.59 Sexist  51.06  Breastfeed  01.14.40 - two inches  01.15.09  Sexual  01.26.09,00.00,00.00,00.00
100010842200000500,HERE TODAY,3,Deleted the bare butt at TCR: 1.12.54 to 1.13.04  1.13.30 to 1.13.31,00.11,00.00,00.00
100010842200000500,HERE TODAY,4,Deleted the gesture visual and dialogue look you wanna look attractive at TCR: 02.14.27 to 02.14.43,00.16,00.00,00.00
100010842200000500,HERE TODAY,5,"Added 10 Seconds of space in the beginning of film for display of CBFC Certificate, As per Rules 35 (3) CCR 1983",00.00,00.00,00.10
100010842200000813,POWERPLAY,1,"Deleted The Visual of Telugu Special Thanks Card, Logos Title card At TCR  00:00:32 To 00:02:57",02.25,00.00,00.00
