100020101900000613,2
100010152000000426,3
100030101800000516,16
100010842400005888,1
100030102100000470,4
100070842400000287,2
100020842200000785,5
100010842200005111,3
100070842400001353,5
100070842300001522,1
100030842400001061,4
100070842300001498,20
100070101700000162,1
100030101700000905,8
100090101800000485,4
100010151800001335,12
100070101900000152,4
100020101800000168,28
100030102000000729,22
100050101800000796,3
100020101800000111,2
100030102000000156,4
100010842200012434,7
100010101700006639,5
100050842200000558,29
100020101700000669,1
100070102000000060,4
100020842100000027,16
100020101800000595,15
100050842200000558,6
100020102100000250,11
100070101900000279,8
100010101700006743,26
100030101900000515,2
100080842300000348,30
100020101700000630,120
100070101900000066,4
100010842300006120,1
100030101800000617,11
100070101800000004,15
100050842300000906,2
100020101800000168,9
100070842200001425,2
100030101800000024,17
100070102100000127,2
100070842400000527,1
100020101700000630,2
100010842100001407,22
100020842300000086,24
100030101700001337,2
100010842400006240,19
100090842400000043,10
100030102000001106,5
100010842300010234,22
100010101700000753,4
100020101700000687,20
100070842400001235,1
100050101900000732,1
100030101700001332,3
100070842400000234,3
100030842400000934,5
100030102000001043,8
100070842100000142,2
100070102000000169,4
100080101700000067,2
100010101800015846,4
100030102000000900,3
100070842400000908,1
100030102000000922,14
100070101800000934,3
100070842300001519,3
100030842200000174,5
100010102100000381,3
100010152000000192,11
100020101900000290,11
100020101800000428,41
100070101700000906,2
100070842300000258,8
100030101900000572,13
100020101900000158,5
100050101700001142,2
100010151700001139,23
100020842100000003,7
100050842200000870,15
100030102000000781,9
100010151700000899,1
100030101800000194,3
100080101900000024,1
100080842300000348,8
100020101800000754,13
100030102100000675,1
100020101700000119,3
100070842400000670,1
100030101700000207,16
100020102100000190,1
100020101800000428,56
100030842400000400,3
100020101700000160,1
100020101800000070,34
100080101800000402,5
100090101800000211,2
100020101800000168,29
100070842400000079,4
100030101800000867,2
100070842400000596,13
100030101700000070,7
100070842300000945,20
100030101800000747,5
100020842200000410,6
100020102100000250,5
100010151700001485,11
100010842200010363,5
100050842400000336,5
100070101700000172,8
100070842400000657,2
100090101900000110,1
100010101900012463,3
100010152000000426,4
100020101800000753,1
100070102000000367,3
100070101800000850,1
100010102000005469,2
100010152100000078,16
100010842100004109,3
100010151800001743,3
100010101700008445,1
100020101900000004,11
100070842200000484,1
100070101800000665,1
100070842300001498,17
100030102000000735,19
100010842200000263,1
100030101900003242,5
100020101800000465,1
100070842400001007,6
100030102000000654,14
100040101900000018,1
100030102100000364,5
100030101900000512,8
100030101800000426,3
100010842200012434,1
100010152000001137,1
100050842200000406,9
100030101800000295,3
100070101800000690,9
100020102000000197,15
100080842300000057,1
100070101800000485,1
100010101800007464,3
100090101800000589,2
100090101900000166,2
100030102000000863,1
100010842100001481,3
100030842400000378,6
100010842200012131,7
100030101700001329,4
100070842400000234,7
100030101800000046,5
100010101900012364,2
100030102000000432,23
100010151800001336,6
100070102000000316,2
100020101800000534,2
100010152000000192,5
100010842200000099,4
100020101700000243,1
100030102100000469,3
100010151800000073,2
100010151700001525,13
100070101900000169,4
100030152000000029,1
100070842400000287,12
100030102000000781,6
100030101800000411,5
100070842300001519,18
100070101700000888,2
100030101800000804,9
100010101800026194,10
100090842400000256,25
100070842400000797,2
100020101700000630,113
100050101800000249,3
100030102000000644,15
100020101800000168,33
100070101700000779,3
100030101900000034,4
100020101700000687,17
100030842400000500,5
100030102000000740,3
100080101800000251,2
100020842300000033,2
100070101700000935,6
100070101900000171,7
100070101700000544,1
100070101800000934,4
100020842400000435,35
100070842300001519,4
100090101900000227,4
100010842400005082,16
100040102100000008,5
100030101800002465,1
100010102100000381,4
100020842300000179,2
100090101900000509,1
100070842100000440,1
100020842300000086,17
100080842400000258,7
100020101800000221,25
100090101900000193,2
100010151800001248,8
100030101800000403,1
100030842200000357,20
100070101900000601,3
100020101700000630,12
100070842400000621,2
100010101700008434,3
100030101700001337,12
100010842200012477,3
100090842400000046,2
100020101800001042,4
100070842400000777,8
100060101700000091,1
100070101800000794,9
100030842200000358,7
100020842100000003,1
100080102100000089,16
100010842300011982,6
100020101700000462,10
100010151800001445,14
100010151800001426,12
100070102000000367,7
100030101900002389,5
100010101800026142,2
100010151800001425,9
100030102000000209,11
100010101700008396,5
100010152000000148,14
100010842100002895,7
100010101800026140,2
100010151700001411,3
100050101800001823,4
100020101800000363,2
100030842400002538,4
100010101700008890,2
100070842300000945,17
100050842200000150,1
100030101900000392,3
100030101700000070,1
100030101700001188,5
100080101800000336,35
100030101800000426,18
100020101700000370,1
100010101700007027,2
100030101800000295,7
100030101800000804,6
100010842300008013,1
100030101900000009,14
100070101700000132,4
100010151700001597,19
100030842400002498,3
100030102000000656,13
100050101900000658,1
100010842300011268,23
100010151700001601,2
100020101800000732,4
100070102000000135,13
100010101700004944,4
100030101700000129,5
100090842400000519,2
100030102100000469,18
100080101700000194,1
100020101700000709,4
100010151900002035,1
100030842400001389,3
100030101800002468,3
100020101800000770,1
100070101900000101,10
100010101800007464,4
100020101700000687,43
100070102000000550,2
100070842400001354,2
100010152000000707,3
100070101900000660,1
100010151800001272,4
100070101700000697,1
100040842100000020,6
100020102000000266,3
100050842200000558,39
100090842400000256,21
100020842300000401,4
100030102000001196,2
100020101800000681,5
100010842200012131,1
100020842300000086,43
100070842400000234,1
100020842300000724,3
100050842100000048,6
100030842200000026,1
100020842100000044,2
100070101700000584,5
100070842400000859,4
100070101800000794,6
100030102000000646,15
100030101700000765,6
100050842400000319,2
100070102000000625,2
100030102000000740,4
100010151800001425,6
100030101900003090,2
100050101800001046,2
100030102100000570,11
100050842100000325,8
100080101900000321,1
100020101800000320,2
100010152000001164,8
100030102100000364,24
100070842400000941,3
100030101800000055,5
100050101900001473,1
100070101900000196,6
100010842200012464,2
100070101900000171,1
100070101900000050,2
100020102100000070,2
100010151700001139,1
100040101900000053,2
100030102000000810,14
100030101800000759,10
100070101700000255,17
100010102000005830,5
100020101700000119,1
100070101900000601,4
100020101800000050,4
100010842200000266,8
100070842300000945,43
100030842200001540,10
100030842200000357,17
100080842400000258,1
100020842300000670,4
100070842400000227,6
100010102100002422,4
100020842300000169,3
100020842200000641,8
100010842300012258,4
100020101900000003,1
100020102000000318,7
100080101700000143,3
100070101800001099,2
100030842300000288,3
100070102100000482,2
100080101800000125,10
100010842300011289,1
100070101900000680,1
100030842200000039,2
100030842200000358,1
100010101900012463,1
100030102100000618,4
100090101900000204,9
100070842200000386,2
100070101800000128,2
100030101700001213,8
100030842300000539,5
100010842100002895,1
100030101700000452,5
100030101900002587,3
100030101800000762,9
100030842400001389,7
100010101800023132,5
100020842300000613,1
100090101800000387,1
100010101700006763,25
100090101900000083,1
100010101700009617,2
100010152000001105,5
100030101800000023,5
100040102100000023,7
100090101700000387,2
100090842400000046,12
100010101700006770,4
100030102100000311,9
100020842200000242,2
100020842300000056,5
100070101800000211,2
100090101900000308,1
100020101900000560,2
100030101800000330,2
100070101800000139,9
100010842300002957,10
100010842100000418,19
100030102100000201,4
100050101900000259,5
100030101900000351,1
100010102000003260,3
100070842400000739,3
100030102100000570,5
100030102100000928,1
100030102000000656,19
100020101900000437,3
100020842400000435,90
100030101800000008,7
100020842100000353,55
100030842400002660,2
100010152000000040,31
100010101700000464,13
100070842400000854,10
100010842100001407,28
100030842400000192,2
100070101700000392,1
100070842400000221,1
100010842200000176,2
100030101700000204,2
100070101700000678,1
100040842400000006,6
100090101900000384,4
100010151700001601,12
100030101800000627,7
100090101900000400,7
100020101800000053,1
100010842300011057,2
100080101800000336,4
100010101700007395,2
100040101800000001,2
100070101700000520,2
100010842100001407,9
100030101900000287,9
100070101800000787,4
100020101800000139,1
100010152000001147,1
100030842400002483,4
100010842100001125,3
100010842400006240,44
100050102000000042,3
100010842100002978,3
100070101900000763,1
100010101700008434,1
100080101700000143,7
100090101900000504,1
100020101700000611,5
100030101900000183,3
100030101800000762,6
100070102000000296,6
100020101700000968,1
100070101700000261,1
100030102000001196,12
100030102100000202,14
100090102000000146,3
100020101800000428,83
100030101800000603,2
100090101900000279,3
100090101800000170,2
100050102000000650,9
100010152000000054,9
100030101700000615,2
100030102000000168,5
100030102100000683,25
100030102100000311,6
100010101700007692,3
100030101900002974,18
100020842300000088,11
100030101700000426,2
100020101800000428,75
100070101900000922,5
100010151900002221,1
100030101900002587,7
100070101700000644,3
100030101800001833,3
100070101800000139,6
100020842200000017,1
100030101900000473,1
100020101700000322,1
100010842200008918,15
100010842300007851,26
100040842400000012,2
100090101800000137,11
100010151900002200,2
100030101900000392,1
100010102000004476,15
100010102000005655,7
100020102000000318,1
100070101900000518,2
100010152000000148,8
100070101700000317,3
100020101700000741,3
100020101800000103,1
100010842300010284,15
100010151800001446,11
100030101900000474,3
100020842200000252,49
100070842400000836,4
100020101800000944,1
100030102000000209,24
100010842200012464,12
100030102000000729,6
100030101900002974,4
100020102000000201,8
100020101700000687,15
100070101900000403,6
100070842300001392,2
100070842300001483,1
100060101700000008,1
100010842200012001,1
100020101800000340,7
100030101700000984,4
100070842400000739,7
100010101900002078,1
100020101800000966,2
100010152000001073,4
100070842200000069,3
100030101900000009,8
100030102000000644,21
100090102000000182,2
100010101700006743,42
100030101800000183,2
100010152000000707,1
100010151800001472,25
100030102000000209,20
100030101700001034,3
100030101800001067,2
100070842300001429,2
100040102100000023,1
100010102000005785,2
100010102000003260,4
100030101900000135,2
100070842400000260,7
100090101900000401,2
100010842100001407,6
100030101900000287,6
100080101800000112,6
100010842100002896,4
100070842400000721,2
100070101700000750,3
100030101700001167,9
100020842300000185,9
100020101800000996,1
100010842300010234,6
100030102100000593,1
100020101900000788,9
100010151700000899,13
100030101800000024,8
100010842300012261,2
100010842500000160,1
100070101900000343,6
100030101900002896,8
100080842400000089,3
100020101800000210,3
100020101900000378,1
100010152000000102,14
100070101800000080,1
100070101900000204,16
100030101800000008,1
100010151800001432,2
100070101800000845,2
100010842100001125,7
100010152000000054,6
100010842200011530,5
100030101700000203,9
100010842200004316,3
100070101700000457,6
100030842400001173,2
100090102100000040,1
100070101800001042,18
100070102000000526,2
100020102100000190,13
100070101900000390,8
100090101700000387,12
100090842400000047,13
100030842200000196,2
100070101800000502,2
100070842400000941,1
100070101800000356,3
100030101900002890,20
100040842400000018,1
100030842400000682,1
100010151900001701,8
100070101800000650,2
100070101900000748,5
100020101800000070,11
100020842400000045,2
100010102000005818,2
100030101700000154,11
100010842100003605,4
100010842100000934,1
100070842400000419,1
100030102000001011,5
100030101800000627,1
100030101700001289,1
100090101900000400,1
100020101800000595,35
100070101800001042,4
100010842100002978,4
100010842400008688,1
100090842400000256,3
100010151800001246,5
100030101800001833,18
